corpus	fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	typesetter	pdf	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	originalFormat	transcriber	staff_3_instrument	staff_3_ambitus	volta_mcs	part_name_text	text	lyricist_text	comments	comment	annotated_key	harmony_version	annotators	reviewers	composed_source	imslp	viaf	musicbrainz	wikidata
debussy_other_piano_pieces	l105_masques	1: 6/8	1: 0, 96: 7, 122: 0, 148: -6, 216: 0	381	381	1143.0	381	381	1143.0	4680.0	3727	1769	0	0	0	1904	1904	Claude Debussy	Masques							D. & F. 6443	2022-02-03		Microsoft Windows			Masques			3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l105_masques.mscx	0	25-91 (Db1-G6)	tunescribers.com	https://imslp.org/wiki/Special:ReverseLookup/102814	Piano	40-91 (E2-G6)	Piano	25-87 (Db1-Eb6)																			
debussy_other_piano_pieces	l106_isle	1: 4/4, 28: 3/8, 64: 4/4, 67: 3/8	1: 3, 115: 0, 160: 3	255	255	458.25	255	255	458.25	1868.88	4847	2954	0	0	0	1904	1904	Claude Debussy									2018-05-22	3.02	Microsoft Windows	http://musescore.com/user/33438643/scores/5835997					3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l106_isle.mscx	0	22-95 (Bb0-B6)	https://musescore.com/user/31759		Piano	33-95 (A1-B6)	Piano	22-92 (Bb0-G#6)																			
debussy_other_piano_pieces	l108_morceau	1: 2/4	1: 0, 19: -4	27	27	54.0	27	27	54.0	250.25	487	125	0	0	0	1904	1904	Claude Debussy									2022-02-03		Microsoft Windows			Pièce pour Piano	(Morceau de Concours)		3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l108_morceau.mscx	0	30-84 (Gb1-C6)	tunescribers.com	https://imslp.org/wiki/Special:ReverseLookup/4564	Piano	54-84 (Gb3-C6)	Piano	30-68 (Gb1-Ab4)																			
debussy_other_piano_pieces	l114_petit	1: 2/4	1: 0	87	87	174.0	87	87	174.0	426.5	672	384	0	0	0	1909	1909	Claude Debussy	Le petit nègre								2019-10-25	3.02	Microsoft Windows	http://musescore.com/user/19496546/scores/5815359		"The little nigar
<i><font size=""16""/>Le petit nègre</i>"		Claude <b>Debussy</b>	3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l114_petit.mscx	0	38-84 (D2-C6)	https://musescore.com/user/19496546		Piano	45-84 (A2-C6)	Piano	38-77 (D2-F5)								1909											
debussy_other_piano_pieces	l115_hommage	1: 3/4, 23: 3/8, 87: 3/4, 89: 3/8, 113: 3/4, 115: 3/8	1: 1	118	118	216.0	118	118	216.0	1104.0	824	370	0	0	0	1909	1909	Claude Debussy	Hommage à Haydn								2021-06-27		Microsoft Windows	http://musescore.com/user/27291303/scores/6845062		Hommage à Haydn		Claude Debussy	3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l115_hommage.mscx	0	24-98 (C1-D7)	https://musescore.com/user/27291303		Piano	45-98 (A2-D7)	Piano	24-79 (C1-G5)																			
debussy_other_piano_pieces	l121_plus	1: 3/4	1: -6, 76: 3, 104: -6	148	148	444.0	148	148	444.0	1598.5	1447	688	0	0	0	1910	1910	Claude Debussy	La plus que lente								2019-07-28	3.02	Apple Macintosh	http://musescore.com/user/4887176/scores/5663924		La plus que lente	Valse	Claude Debussy	3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l121_plus.mscx	0	27-94 (Eb1-Bb6)	http://musescore.com/user/4887176		Piano	53-94 (F3-Bb6)	Piano	27-84 (Eb1-C6)																			
debussy_other_piano_pieces	l132_berceuse	1: 2/2	1: -6, 38: 0, 49: -6	68	68	272.0	68	68	272.0	1408.5	850	329	0	0	0	1914	1914	Claude Debussy	Claude Debussy Berceuse Héroïque								2020-05-24	3.02	Apple Macintosh	https://musescore.com/user/4887176/scores/6174172		Berceuse Héroïque	"pour rendre hommage à S.M. le Roi ALBERT 1er de Belgique
et à ses Soldats
"	"Claude Debussy
1914
"	3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l132_berceuse.mscx	0	26-84 (D1-C6)	https://musescore.com/user/4887176		Grand Piano	46-82 (Bb2-Bb5)	Grand Piano	38-84 (D2-C6)			Grand Piano	26-68 (D1-Ab4)															
debussy_other_piano_pieces	l133_page	1: 3/4	1: -1	38	38	114.0	38	38	114.0	361.0	289	167	0	0	0	1915	1915	Claude Debussy	Page d'album					(1862-1918)			2021-07-07		Microsoft Windows	http://musescore.com/user/39300366/scores/6864283		Page d'album	"<font size=""10""/>Albumleaf
<font size=""12""/>
<font size=""10""/>Pièce pour l'oeuvre du ""Vêtement du blessé""<font size=""16""/> "	Claude Debussy	3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l133_page.mscx	0	29-89 (F1-F6)	https://musescore.com/user/39300366		Piano	53-89 (F3-F6)	Piano	29-77 (F1-F5)								(1862-1918)											
debussy_other_piano_pieces	l138_elegie	1: 4/4, 11: 3/4, 12: 4/4	1: -1	21	21	83.0	21	21	83.0	321.0	280	166	0	0	0	1915	1915	Claude Debussy	Elégie								2020-05-26	3.02	Apple Macintosh	http://musescore.com/user/4887176/scores/6173997		Elégie		Claude Debussy	3.6.2	1.2.9	debussy_other_piano_pieces/MS3	debussy_other_piano_pieces/MS3/l138_elegie.mscx	0	33-74 (A1-D5)	https://musescore.com/user/4887176		Grand Piano	50-74 (D3-D5)	Grand Piano	33-60 (A1-C4)																			
debussy_pour_le_piano	l095-01_pour_prelude	1: 3/4	1: 0	163	163	536.12	163	163	536.12	1882.87	3349	1965	0	0	0	1901	1901	Claude Debussy									2017-07-07	3.02	Microsoft Windows	https://musescore.com/user/2410551/scores/5066906		Suite: Pour le piano	I. Prélude		3.6.2	1.2.9	debussy_pour_le_piano/MS3	debussy_pour_le_piano/MS3/l095-01_pour_prelude.mscx	0	21-92 (A0-Ab6)	https://musescore.com/user/2410551		Piano	38-92 (D2-Ab6)	Piano	21-86 (A0-D6)																			
debussy_pour_le_piano	l095-02_pour_sarabande	1: 3/4	1: 4	72	72	216.0	72	72	216.0	1338.33	1682	401	0	0	0	1894	1894	Claude Debussy	Sarabande								2018-02-01	3.02	Microsoft Windows	https://musescore.com/user/3797871/scores/5451653		Sarabande		C.Debussy	3.6.2	1.2.9	debussy_pour_le_piano/MS3	debussy_pour_le_piano/MS3/l095-02_pour_sarabande.mscx	0	25-88 (C#1-E6)	https://musescore.com/user/3797871		Piano	44-88 (G#2-E6)	Piano	25-83 (C#1-B5)																			
debussy_pour_le_piano	l095-03_pour_toccata	1: 2/4	1: 4, 78: 0, 198: 7, 206: 4, 228: 7	266	266	532.0	266	266	532.0	1650.75	3563	2118	0	0	0	1901	1901	Claude Debussy	Pour le piano							PD	2021-06-24		Microsoft Windows	http://musescore.com/user/34296022/scores/6843948		Pour le piano	III. Toccata; L. 95	Claude Debussy	3.6.2	1.2.9	debussy_pour_le_piano/MS3	debussy_pour_le_piano/MS3/l095-03_pour_toccata.mscx	0	25-93 (C#1-A6)	https://musescore.com/mil_not_sniw		Piano	40-93 (E2-A6)	Piano	25-84 (C#1-C6)																			
debussy_preludes	l117-01_preludes_danseuses	1: 3/4	1: -2	31	31	97.0	31	31	97.0	756.0	822	171	0	0	0	1909	1909										2022-03-10	3.02	Microsoft Windows	https://musescore.com/nicolas/scores/101607		"<font face=""Times New Roman""/>Préludes - Book I - I"	"<font face=""Times New Roman""/>Danseuses de Delphes"	"<font face=""Times New Roman""/>Claude Debussy"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-01_preludes_danseuses.mscx	0	22-96 (Bb0-C7)	https://musescore.com/nicolas	https://imslp.org/wiki/Special:ReverseLookup/521885	Piano	50-96 (D3-C7)	Piano	22-76 (Bb0-E5)										layout completely screwed unless viewed on musescore.com									
debussy_preludes	l117-02_preludes_voiles	1: 2/4	1: 0, 42: -5, 48: 0	64	64	128.0	64	64	128.0	471.75	965	514	0	0	0	1909	1909	Claude Debussy									2021-10-20		Apple Macintosh	http://musescore.com/user/18230801/scores/7074797		_II. 		Claude Debussy	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-02_preludes_voiles.mscx	0	34-98 (Bb1-D7)	https://musescore.com/user/18230801		Piano	48-98 (C3-D7)	Piano	34-86 (Bb1-D6)																			
debussy_preludes	l117-03_preludes_vent	1: 4/4	1: -6, 21: 0, 28: -6, 33: 0, 44: -6	59	59	236.0	59	59	236.0	764.0	1678	1229	0	0	0	1909	1909	Claude Debussy	Le Vent dans la plaine								2020-05-24	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6170327		Le Vent dans la plaine	from Preludes, Bk 1, No.3 	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-03_preludes_vent.mscx	0	27-95 (Eb1-B6)	https://musescore.com/derek_john_benton		Grand Piano	34-95 (Bb1-B6)	Grand Piano	27-76 (Eb1-E5)																			
debussy_preludes	l117-04_preludes_sons	1: 5/4, 3: 3/4, 24: 5/4, 29: 3/4, 30: 5/4, 31: 3/4, 44: 5/4, 46: 3/4, 49: 5/4, 50: 3/4	1: 3, 27: -4, 37: 3	53	53	181.5	53	53	181.5	935.33	1149	368	0	0	0	1910	1910	Claude Debussy									2022-01-26	3.02	Linux	https://musescore.com/nicolas/scores/86980		"<font face=""Times New Roman""/>Préludes - Book I - IV"	"<font face=""Times New Roman""/>Les sons et les parfums tournent dans l'air du soir"	"<font face=""Times New Roman""/>Claude Debussy"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-04_preludes_sons.mscx	0	21-99 (A0-D#7)	https://musescore.com/nicolas		Part_1	32-99 (Ab1-D#7)	Part_1	21-75 (A0-D#5)																			
debussy_preludes	l117-05_preludes_collines	1: 12/16, 2: 2/4, 3: 12/16, 4: 2/4, 5: 12/16, 7: 2/4, 10: 12/16, 17: 6/16, 18: 12/16, 39: 2/4, 49: 6/8, 66: 12/16, 70: 6/16, 71: 12/16, 81: 2/4	1: 5	96	96	256.0	96	96	256.0	990.85	1660	907	0	0	0	1909	1909	Claude Debussy	Les collines d'Anacapri								2020-03-14	3.02	Apple Macintosh	http://musescore.com/user/23335511/scores/6078729		Les collines d'Anacapri	Préludes, Livre 1	Claude Debussy	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-05_preludes_collines.mscx	0	28-95 (E1-B6)	https://musescore.com/user/23335511		Piano	49-95 (C#3-B6)	Piano	28-85 (E1-C#6)																			
debussy_preludes	l117-06_preludes_pas	1: 4/4, 13: 2/4, 14: 4/4	1: -1	36	36	142.0	36	36	142.0	535.17	391	221	0	0	0	1909	1909	Claude Debussy									2022-01-26		Linux	https://musescore.com/nicolas/scores/86941		"<font size=""24""/>Préludes - Book I - VI"	"<font size=""14""/>... Des pas sur la neige"	"<font size=""12""/>Claude Debussy"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-06_preludes_pas.mscx	0	26-89 (D1-F6)	https://musescore.com/nicolas		Piano	52-89 (E3-F6)	Piano	26-80 (D1-Ab5)	mxl																		
debussy_preludes	l117-07_preludes_ce	1: 4/4, 38: 3/4, 48: 4/4, 75: 3/4, 76: 4/4	1: 3, 26: 0, 38: 3	77	70	272.0	77	70	272.0	1226.54	2285	1380	0	0	0	1909	1910	Claude Debussy									2021-08-28		Microsoft Windows	http://musescore.com/user/36526887/scores/7013623					3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-07_preludes_ce.mscx	0	23-99 (B0-D#7)	https://musescore.com/user/36526887		Piano	36-99 (C2-D#7)	Piano	23-92 (B0-G#6)						"<i><font size=""25""/>VII.</i>"													
debussy_preludes	l117-08_preludes_fille	1: 3/4	1: -6	39	39	117.0	39	39	117.0	657.25	591	242	0	0	0	1910	1910	Claude Debussy									2019-02-16	3.02	Microsoft Windows	https://musescore.com/r_d/scores/5449385		(...The girl with the flaxen hair); (...La fille aux cheveux de lin)		CLAUDE DEBUSSY	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-08_preludes_fille.mscx	0	30-90 (Gb1-Gb6)	https://musescore.com/r_d		Piano	51-90 (Eb3-Gb6)	Piano	30-73 (Gb1-Db5)																			
debussy_preludes	l117-09_preludes_serenade	1: 3/8, 80: 2/4, 85: 3/8, 87: 2/4, 90: 3/8	1: -5, 46: 0, 50: -5, 80: 2, 85: -5, 87: 2, 90: -5	137	137	209.5	137	137	209.5	451.75	1309	750	0	0	0	1909	1910	Claude Debussy	La Serenade Interrompue								2020-04-12	3.02	Apple Macintosh	http://musescore.com/user/23335511/scores/6084245		La Sérénade Interrompue	Préludes, Livre 1	Claude Debussy	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-09_preludes_serenade.mscx	0	34-84 (Bb1-C6)	https://musescore.com/user/23335511		Piano	37-84 (Db2-C6)	Piano	34-67 (Bb1-G4)																			
debussy_preludes	l117-10_preludes_cathedrale	1: 3/2	1: 0, 47: 4	89	89	534.0	89	89	534.0	3835.25	1707	511	0	0	0	1909	1910	Claude Debussy	La Cathédrale engloutie								2021-10-15		Linux	http://musescore.com/user/38837413/scores/7079966		La Cathédrale engloutie		Claude Debussy	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-10_preludes_cathedrale.mscx	0	23-95 (B0-B6)	http://musescore.com/user/38837413		Piano	36-95 (C2-B6)	Piano	23-76 (B0-E5)																			
debussy_preludes	l117-11_preludes_danse	1: 2/4, 32: 3/4, 38: 2/4, 40: 3/4, 41: 2/4	1: -3, 53: 0, 63: -3, 77: 0, 87: -3	96	96	199.0	96	96	199.0	677.83	1489	884	0	0	0	1910	1910										2022-02-12		Microsoft Windows			(...La danse de Puck)			3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-11_preludes_danse.mscx	0	27-91 (Eb1-G6)	tunescribers.com	https://imslp.org/wiki/Special:ReverseLookup/246412	Piano	52-91 (E3-G6)	Piano	27-87 (Eb1-Eb6)			Piano	27-27 (Eb1-Eb1)															
debussy_preludes	l117-12_preludes_minstrels	1: 2/4	1: 1	89	89	178.0	89	89	178.0	590.0	1197	508	0	0	0	1910	1910	Claude Debussy	Prelude								2020-04-23	3.02	Microsoft Windows	http://musescore.com/user/6053266/scores/6106422		Prélude	Book 1, No. 12. 'Minstrels'	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l117-12_preludes_minstrels.mscx	0	24-86 (C1-D6)	https://musescore.com/derek_john_benton		Grand Piano	35-86 (B1-D6)	Grand Piano	24-68 (C1-Ab4)																			
debussy_preludes	l123-01_preludes_brouillards	1: 4/8, 3: 3/8, 4: 3/4, 5: 4/8, 24: 3/4, 25: 4/8, 26: 3/8, 27: 4/8	1: 0	52	52	105.0	52	52	105.0	436.36	1309	818	0	0	0	1910	1912	Claude Debussy	Brouillards								2020-06-09	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6197179		Brouillards	"(Fog)

No 1 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-01_preludes_brouillards.mscx	0	36-94 (C2-A#6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/521885	Grand Piano	43-93 (G2-A6)	Grand Piano	36-94 (C2-A#6)			Grand Piano	36-74 (C2-D5)															
debussy_preludes	l123-02_preludes_feuilles	1: 3/4, 5: 2/4, 6: 3/4, 12: 2/4, 15: 3/4, 18: 2/4, 41: 3/4, 45: 2/4, 47: 3/4	1: 4	52	52	127.0	52	52	127.0	810.5	686	225	0	0	0	1910	1912	Claude Debussy	Feuilles mortes								2020-06-08	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6195188		Feuilles mortes	"(Dead Leaves)

No 2 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-02_preludes_feuilles.mscx	0	25-97 (C#1-C#7)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	45-97 (A2-C#7)	Grand Piano	33-81 (A1-A5)			Grand Piano	25-64 (C#1-E4)															
debussy_preludes	l123-03_preludes_puerta	1: 2/4	1: -5	90	90	180.0	90	90	180.0	822.52	1006	519	0	0	0	1910	1912	Claude Debussy	La puerta del vino								2020-06-05	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6194473		La puerta del vino	"(The Gate of Wine)

No 3 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-03_preludes_puerta.mscx	0	25-87 (Db1-Eb6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	34-87 (Bb1-Eb6)	Grand Piano	34-81 (Bb1-A5)			Grand Piano	25-46 (Db1-Bb2)															
debussy_preludes	l123-04_preludes_fees	1: 3/8	1: -5, 32: 4, 42: -5, 73: 0, 101: -5	127	127	190.75	127	127	190.75	840.3	1465	947	0	0	0	1910	1912	Claude Debussy	"""Les fees sont d'exquises danseuses"""								2020-06-04	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6189705		"""Les fées sont d'exquises danseuses"""	"(The Fairies are Exquisite Dancers)

No 4 from Preludes Book 2 
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-04_preludes_fees.mscx	0	31-92 (G1-G#6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	46-92 (Bb2-G#6)	Grand Piano	39-87 (Eb2-Eb6)			Grand Piano	31-75 (G1-Eb5)															
debussy_preludes	l123-05_preludes_bruyeres	1: 3/4, 16: 5/4, 17: 3/4	1: -4, 23: -2, 38: -4	51	51	155.0	51	51	155.0	806.75	785	462	0	0	0	1910	1912	Claude Debussy	Bruyeres								2020-06-03	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6187793		Bruyères	"(Heather)

No 5 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-05_preludes_bruyeres.mscx	0	25-93 (Db1-A6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	53-93 (F3-A6)	Grand Piano	39-75 (Eb2-Eb5)			Grand Piano	25-61 (Db1-Db4)															
debussy_preludes	l123-06_preludes_general	1: 2/4	1: -1, 47: -5, 71: -1	110	109	218.5	110	109	218.5	715.12	1028	520	0	0	0	1910	1912	Claude Debussy	"""General Lavine"" - excentric"								2020-06-03	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6186267		"""General Lavine"" - excentric"	"(General Lavine - Eccentric)

No 6 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-06_preludes_general.mscx	0	26-89 (D1-F6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	48-89 (C3-F6)	Grand Piano	36-80 (C2-Ab5)			Grand Piano	26-65 (D1-F4)															
debussy_preludes	l123-07_preludes_terrasse	1: 6/8, 9: 3/8, 10: 6/8, 15: 3/8, 16: 6/8, 20: 9/8, 21: 6/8	1: 6, 9: -2, 13: 6, 25: -3, 28: 0, 32: 6	45	45	134.0	45	45	134.0	863.32	1450	423	0	0	0	1910	1912	Claude Debussy	La terrasse des audiences du clair de lune								2020-06-02	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6184900		La terrasse des audiences du clair de lune	"(The Terrace for Moonlight Audiences)

No 7 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-07_preludes_terrasse.mscx	0	22-93 (Bb0-A6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	53-93 (F3-A6)	Grand Piano	38-83 (D2-B5)			Grand Piano	22-91 (Bb0-G6)															
debussy_preludes	l123-08_preludes_ondine	1: 6/8, 2: 9/8, 3: 6/8, 47: 9/8, 48: 6/8	1: 2, 32: -3, 44: 5, 54: 2	74	74	225.0	74	74	225.0	786.57	1731	1012	0	0	0	1910	1912	Claude Debussy	Ondine								2020-06-01	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6184120		Ondine	"(Undine)

No 8 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-08_preludes_ondine.mscx	0	26-95 (D1-Cb7)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	49-95 (Db3-Cb7)	Grand Piano	39-93 (Eb2-A6)			Grand Piano	26-73 (D1-Db5)															
debussy_preludes	l123-09_preludes_hommage	1: 3/4	1: -1	54	54	162.0	54	54	162.0	693.12	912	458	0	0	0	1910	1912	Claude Debussy	Hommage a S. Pickwick Esq. P. P. M. P. C.								2020-06-01	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6182418		Hommage à S. Pickwick Esq. P. P. M. P. C.	"(Homage to S. Pickwick, Esq. P. P. M. P. C.)

No 9 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-09_preludes_hommage.mscx	0	28-90 (E1-F#6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	50-90 (D3-F#6)	Grand Piano	47-83 (B2-B5)			Grand Piano	28-65 (E1-F4)															
debussy_preludes	l123-10_preludes_canope	1: 4/4	1: -1	33	33	132.0	33	33	132.0	673.5	473	181	0	0	0	1910	1912	Claude Debussy	Canope								2020-05-26	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6173695		Canope	"(Canopic Urn)

No 10 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-10_preludes_canope.mscx	0	31-96 (G1-C7)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	56-96 (Ab3-C7)	Grand Piano	38-87 (D2-Eb6)			Grand Piano	31-68 (G1-Ab4)															
debussy_preludes	l123-11_preludes_tierces	1: 2/4	1: 0, 81: 4, 91: 0, 108: -3, 125: 0	165	165	330.0	165	165	330.0	678.5	2152	1066	0	0	0	1910	1912	Claude Debussy	Les tierces alternees								2020-05-30	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6181118		Les tierces alternées	"(Alternating Thirds)

No 11 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-11_preludes_tierces.mscx	0	32-91 (Ab1-G6)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	53-84 (F3-C6)	Grand Piano	32-91 (Ab1-G6)			Grand Piano	34-52 (Bb1-E3)															
debussy_preludes	l123-12_preludes_feux	1: 4/8, 30: 2/8, 31: 4/8, 32: 3/8, 33: 4/8, 38: 6/8, 39: 4/8, 44: 2/8, 45: 4/8, 68: 4/4, 69: 5/4, 70: 4/8, 87: 6/8, 89: 4/8	1: -1, 41: -5, 47: 0, 57: 3, 61: 0, 65: 6, 68: 0, 70: 6, 73: 0, 81: -1, 89: 0	100	100	206.25	100	100	206.25	515.73	2953	2122	0	0	0	1910	1912	Claude Debussy	Feux d'artifice								2020-05-28	3.02	Apple Macintosh	http://musescore.com/user/6053266/scores/6177740		Feux d'artifice	"(Fireworks)

No 12 from Préludes Book 2
"	"Claude Debussy
(1862-1918)
"	3.6.2	1.2.9	debussy_preludes/MS3	debussy_preludes/MS3/l123-12_preludes_feux.mscx	0	25-96 (Db1-C7)	https://musescore.com/derek_john_benton	https://imslp.org/wiki/Special:ReverseLookup/510	Grand Piano	34-96 (Bb1-C7)	Grand Piano	25-93 (Db1-A6)			Grand Piano	27-71 (Eb1-B4)															
debussy_suite_bergamasque	l075-01_suite_prelude	1: 4/4	1: -1	89	89	356.0	89	89	356.0	1533.67	1721	870	0	0	274	1890	1905	Claude Debussy	Suite Bergamasque	1	Prelude	L.75					2015-05-19	3.02	Microsoft Windows	http://musescore.com/score/890041		Suite Bergamasque	1. Prelude	Claude Debussy	3.6.2	1.1.1	debussy_suite_bergamasque/MS3	debussy_suite_bergamasque/MS3/l075-01_suite_prelude.mscx	0	24-94 (C1-Bb6)			Piano	48-94 (C3-Bb6)	Piano	24-90 (C1-F#6)							<b>Prélude</b>				F	2.3.0	Adrian Nagel (2.1.1), Amelia Brey (2.3.0)	AB, AN	Oxford Music Online	https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude)	https://viaf.org/viaf/177398380	https://musicbrainz.org/work/fe4cfa64-156a-3d74-bf2e-7c12f01908bb	https://www.wikidata.org/wiki/Q29117932
debussy_suite_bergamasque	l075-02_suite_menuet	1: 3/4	1: 0, 73: -3, 80: 3, 97: 0	104	104	312.0	104	104	312.0	1266.0	2332	1073	0	0	305	1890	1905	Claude Debussy	Suite Bergamasque	2	Menuet	L.75					2015-05-19	3.02	Microsoft Windows	http://musescore.com/score/890041		Suite Bergamasque	2. Menuet	Claude Debussy	3.6.2	1.1.1	debussy_suite_bergamasque/MS3	debussy_suite_bergamasque/MS3/l075-02_suite_menuet.mscx	0	27-93 (Eb1-A6)			Piano	50-93 (D3-A6)	Piano	27-77 (Eb1-F5)							; <b>Menuet</b>				a	2.3.0	Adrian Nagel (2.1.1), Amelia Brey (2.3.0)	AB, AN	Oxford Music Online	https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude)	https://viaf.org/viaf/177398380	https://musicbrainz.org/work/82ea1cd4-1692-3b55-99a8-9b387cfa2ba3	https://www.wikidata.org/wiki/Q29117940
debussy_suite_bergamasque	l075-03_suite_clair	1: 9/8	1: -5, 37: 4, 43: -5	72	72	324.0	72	72	324.0	1464.0	1559	773	0	0	150	1890	1905	Claude Debussy	Suite Bergamasque	3	Clair de Lune	L.75					2015-05-19	3.02	Microsoft Windows	http://musescore.com/score/890041		Suite Bergamasque	3. Clair de Lune	Claude Debussy	3.6.2	1.1.1	debussy_suite_bergamasque/MS3	debussy_suite_bergamasque/MS3/l075-03_suite_clair.mscx	0	27-97 (Eb1-C#7)			Piano	54-97 (Gb3-C#7)	Piano	27-97 (Eb1-C#7)							<b>Clair de lune</b>				Db	2.3.0	Adrian Nagel (2.1.1), Amelia Brey (2.3.0)	AB, AN	Oxford Music Online	https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude)	https://viaf.org/viaf/177398380	https://musicbrainz.org/work/8d331505-4d88-39ae-81c7-bec5da77af96	https://www.wikidata.org/wiki/Q29117946
