fname,corpus,TimeSig,KeySig,last_mc,last_mn,length_qb,last_mc_unfolded,last_mn_unfolded,length_qb_unfolded,all_notes_qb,n_onsets,n_onset_positions,guitar_chord_count,form_label_count,label_count,composed_start,composed_end,composer,workTitle,movementNumber,movementTitle,workNumber,poet,lyricist,arranger,copyright,creationDate,mscVersion,platform,source,translator,title_text,subtitle_text,composer_text,musescore,ms3_version,subdirectory,rel_path,has_drumset,ambitus,typesetter,pdf,staff_1_instrument,staff_1_ambitus,staff_2_instrument,staff_2_ambitus,originalFormat,transcriber,staff_3_instrument,staff_3_ambitus,volta_mcs,part_name_text,text,lyricist_text,comments,comment,annotated_key,harmony_version,annotators,reviewers,composed_source,imslp,viaf,musicbrainz,wikidata,year,median_recording,qb_per_minute,sounding_notes_per_qb,sounding_notes_per_minute,percentage_resonances_1,percentage_resonances_2,percentage_resonances_3,percentage_resonances_4,percentage_resonances_5,percentage_resonances_6,percentage_resonances_entropy_1,percentage_resonances_entropy_2,percentage_resonances_entropy_3,percentage_resonances_entropy_4,percentage_resonances_entropy_5,percentage_resonances_entropy_6,moments_of_inertia_1,moments_of_inertia_2,moments_of_inertia_3,moments_of_inertia_4,moments_of_inertia_5,moments_of_inertia_6,partition_entropy,inverse_coherence
l117-02_preludes_voiles,debussy_preludes,1: 2/4,"1: 0, 42: -5, 48: 0",64,64,128.0,64,64,128.0,471.75,965,514,0,0,0,1909,1909,Claude Debussy,,,,,,,,,2021-10-20,,Apple Macintosh,http://musescore.com/user/18230801/scores/7074797,,_II. ,,Claude Debussy,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-02_preludes_voiles.mscx,0,34-98 (Bb1-D7),https://musescore.com/user/18230801,,Piano,48-98 (C3-D7),Piano,34-86 (Bb1-D6),,,,,,,,,,,,,,,,,,,,1909.0,233.02,32.958544330958716,3.685546875,121.47026006351386,0.99249798499597,0.0,0.005828011656023312,0.00682001364002728,0.04526009052018104,0.9495938991877984,0.0,0.0,0.0006436575274098609,0.0012484328909225938,0.007859342902969054,0.31767959191699113,0.0,0.0,1.6922726589240402e-05,8.882478085492557e-06,0.0005498330363280128,0.14613541708529856,0.07470396442017042,-0.8084455938330105
l117-03_preludes_vent,debussy_preludes,1: 4/4,"1: -6, 21: 0, 28: -6, 33: 0, 44: -6",59,59,236.0,59,59,236.0,764.0,1678,1229,0,0,0,1909,1909,Claude Debussy,Le Vent dans la plaine,,,,,,,,2020-05-24,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6170327,,Le Vent dans la plaine,"from Preludes, Bk 1, No.3 ","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-03_preludes_vent.mscx,0,27-95 (Eb1-B6),https://musescore.com/derek_john_benton,,Grand Piano,34-95 (Bb1-B6),Grand Piano,27-76 (Eb1-E5),,,,,,,,,,,,,,,,,,,,1909.0,132.12,107.17529518619436,3.23728813559322,346.9573115349682,1.0451378914105143,0.009156851479459925,0.18008474576271186,0.3656636024130997,0.34731399023269177,0.05264291870152255,0.007643402470582648,0.0010412214061027427,0.03176122140202936,0.05763858689118683,0.07731212790406042,0.011143108619196136,0.00017441402003740385,9.467784444328868e-06,0.005087942074693162,0.021093886208793385,0.021786645666526522,0.00036840071897549487,0.15057163334485632,-0.2968653512139371
l117-04_preludes_sons,debussy_preludes,"1: 5/4, 3: 3/4, 24: 5/4, 29: 3/4, 30: 5/4, 31: 3/4, 44: 5/4, 46: 3/4, 49: 5/4, 50: 3/4","1: 3, 27: -4, 37: 3",53,53,181.5,53,53,181.5,935.33,1149,368,0,0,0,1910,1910,Claude Debussy,,,,,,,,,2022-01-26,3.02,Linux,https://musescore.com/nicolas/scores/86980,,"<font face=""Times New Roman""/>Préludes - Book I - IV","<font face=""Times New Roman""/>Les sons et les parfums tournent dans l'air du soir","<font face=""Times New Roman""/>Claude Debussy",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-04_preludes_sons.mscx,0,21-99 (A0-D#7),https://musescore.com/nicolas,,Part_1,32-99 (Ab1-D#7),Part_1,21-75 (A0-D#5),,,,,,,,,,,,,,,,,,,,1910.0,218.78,49.77603071578755,5.153333333333333,256.51247828869185,0.9959545948556937,0.006641709938413235,0.22515396691220868,0.5667189952904239,0.03701243811133921,0.16851829489192127,3.391861804892665e-05,0.000539478891778606,0.031277047000702024,0.08145705868387584,0.0044490662396039675,0.028683662683784146,3.3420240212783274e-08,2.7893725215964564e-05,0.008308077447359086,0.0301665592101007,0.00021606305316693785,0.005285757772025669,0.1402642193405235,-0.2915113031122631
l117-05_preludes_collines,debussy_preludes,"1: 12/16, 2: 2/4, 3: 12/16, 4: 2/4, 5: 12/16, 7: 2/4, 10: 12/16, 17: 6/16, 18: 12/16, 39: 2/4, 49: 6/8, 66: 12/16, 70: 6/16, 71: 12/16, 81: 2/4",1: 5,96,96,256.0,96,96,256.0,990.85,1660,907,0,0,0,1909,1909,Claude Debussy,Les collines d'Anacapri,,,,,,,,2020-03-14,3.02,Apple Macintosh,http://musescore.com/user/23335511/scores/6078729,,Les collines d'Anacapri,"Préludes, Livre 1",Claude Debussy,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-05_preludes_collines.mscx,0,28-95 (E1-B6),https://musescore.com/user/23335511,,Piano,49-95 (C#3-B6),Piano,28-85 (E1-C#6),,,,,,,,,,,,,,,,,,,,1909.0,184.69299999999998,83.1650360327679,3.8705078125,321.89092169167213,0.996856689453125,0.001251220703125,0.01123046875,0.07537841796875,0.913726806640625,0.001556396484375,3.3467725304723104e-05,0.00026654692747810505,0.0030577138380002153,0.017546035901461764,0.26954003761425294,0.00034884066452144655,2.504753458140831e-08,5.673523898807369e-07,6.693228582450528e-06,0.0005923057470102452,0.10068239883683991,2.2397116742231288e-07,0.07492942058050978,-0.5863946869322995
l117-06_preludes_pas,debussy_preludes,"1: 4/4, 13: 2/4, 14: 4/4",1: -1,36,36,142.0,36,36,142.0,535.17,391,221,0,0,0,1909,1909,Claude Debussy,,,,,,,,,2022-01-26,,Linux,https://musescore.com/nicolas/scores/86941,,"<font size=""24""/>Préludes - Book I - VI","<font size=""14""/>... Des pas sur la neige","<font size=""12""/>Claude Debussy",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-06_preludes_pas.mscx,0,26-89 (D1-F6),https://musescore.com/nicolas,,Piano,52-89 (E3-F6),Piano,26-80 (D1-Ab5),mxl,,,,,,,,,,,,,,,,,,,1909.0,258.146,33.004578804242556,3.7688028169014083,124.38774956807386,0.9943463598492362,0.04393969450505852,0.030648680817298154,0.7905177544138068,0.04225352112676056,0.09829398928783971,9.184819733255427e-05,0.008610531090657505,0.00833189137761755,0.31625963501127985,0.010978077755255665,0.024452439197708214,1.6780150094204034e-07,0.0007856648042949389,7.34973391258946e-05,0.07625428753570765,0.00028252760966247277,0.0021420195359839033,0.11350766762451557,-0.6042895673491181
l117-07_preludes_ce,debussy_preludes,"1: 4/4, 38: 3/4, 48: 4/4, 75: 3/4, 76: 4/4","1: 3, 26: 0, 38: 3",77,70,272.0,77,70,272.0,1226.54,2285,1380,0,0,0,1909,1910,Claude Debussy,,,,,,,,,2021-08-28,,Microsoft Windows,http://musescore.com/user/36526887/scores/7013623,,,,,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-07_preludes_ce.mscx,0,23-99 (B0-D#7),https://musescore.com/user/36526887,,Piano,36-99 (C2-D#7),Piano,23-92 (B0-G#6),,,,,,"<i><font size=""25""/>VII.</i>",,,,,,,,,,,,,,1909.5,211.0,77.34597156398104,4.509338235294117,348.77914691943124,0.9999309020052238,0.0024598886140324207,0.007462583435828693,0.6267464518179683,0.005997705946573431,0.3574024681803734,0.0007890704231348556,0.0002977768029095206,0.000863118537811956,0.1164960393490373,0.00018267160728489197,0.05875760538571454,1.959398396041504e-06,2.4291467918938368e-06,1.2387002477504108e-05,0.06432141021767472,5.801560266197436e-06,0.011386629048935126,0.09729437955734095,-0.36570039515822567
l117-08_preludes_fille,debussy_preludes,1: 3/4,1: -6,39,39,117.0,39,39,117.0,657.25,591,242,0,0,0,1910,1910,Claude Debussy,,,,,,,,,2019-02-16,3.02,Microsoft Windows,https://musescore.com/r_d/scores/5449385,,(...The girl with the flaxen hair); (...La fille aux cheveux de lin),,CLAUDE DEBUSSY,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-08_preludes_fille.mscx,0,30-90 (Gb1-Gb6),https://musescore.com/r_d,,Piano,51-90 (Eb3-Gb6),Piano,30-73 (Gb1-Db5),,,,,,,,,,,,,,,,,,,,1910.0,151.44,46.354992076069735,5.617521367521367,260.4001584786054,0.9914555765595463,0.00045368620037807185,0.16665406427221172,0.06684310018903591,0.7742911153119093,0.00030245746691871453,0.0,7.713806752204586e-05,0.09230475440718817,0.030402303627475112,0.4840243251690401,0.00013081819683024212,0.0,1.1435064911860665e-08,0.005966846435979631,0.0005326219824583199,0.085601240571355,6.861038947116399e-09,0.11786846213168563,-0.5708160070304534
l117-09_preludes_serenade,debussy_preludes,"1: 3/8, 80: 2/4, 85: 3/8, 87: 2/4, 90: 3/8","1: -5, 46: 0, 50: -5, 80: 2, 85: -5, 87: 2, 90: -5",137,137,209.5,137,137,209.5,451.75,1309,750,0,0,0,1909,1910,Claude Debussy,La Serenade Interrompue,,,,,,,,2020-04-12,3.02,Apple Macintosh,http://musescore.com/user/23335511/scores/6084245,,La Sérénade Interrompue,"Préludes, Livre 1",Claude Debussy,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-09_preludes_serenade.mscx,0,34-84 (Bb1-C6),https://musescore.com/user/23335511,,Piano,37-84 (Db2-C6),Piano,34-67 (Bb1-G4),,,,,,,,,,,,,,,,,,,,1909.5,163.03300000000002,77.10095502137604,2.156324582338902,166.25468463439915,0.9978709278633731,0.2314965316728097,0.5689888052013461,0.10068450813854994,0.09019940019688194,0.010759826927039216,0.00041805729906810486,0.06836483702915097,0.12364828721799506,0.03312550193151149,0.024850459718694276,0.002309620509691336,4.443916548988879e-07,0.010190135087676818,0.04333496135120192,0.0008731642784397825,0.0011753167626854012,1.7100525537404876e-05,0.13506042545599414,-0.3280904964412656
l117-10_preludes_cathedrale,debussy_preludes,1: 3/2,"1: 0, 47: 4",89,89,534.0,89,89,534.0,3835.25,1707,511,0,0,0,1909,1910,Claude Debussy,La Cathédrale engloutie,,,,,,,,2021-10-15,,Linux,http://musescore.com/user/38837413/scores/7079966,,La Cathédrale engloutie,,Claude Debussy,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-10_preludes_cathedrale.mscx,0,23-95 (B0-B6),http://musescore.com/user/38837413,,Piano,36-95 (C2-B6),Piano,23-76 (B0-E5),,,,,,,,,,,,,,,,,,,,1909.5,398.693,80.36258474565643,7.182116104868914,577.173414130672,0.9986313656683616,0.22043231692282403,0.1947391554489871,0.10295131878459554,0.4808301857126011,0.0024156574626305652,2.5640300287684657e-05,0.025692707132544915,0.03889891642565044,0.015105960183603424,0.1396479372525599,0.000491534747009293,2.3362660063466266e-08,0.012405838917321787,0.014099248109563,0.0023772556355576386,0.015451605839655191,8.569567326158615e-06,0.13024143808470331,-0.31598484362034646
l117-11_preludes_danse,debussy_preludes,"1: 2/4, 32: 3/4, 38: 2/4, 40: 3/4, 41: 2/4","1: -3, 53: 0, 63: -3, 77: 0, 87: -3",96,96,199.0,96,96,199.0,677.83,1489,884,0,0,0,1910,1910,,,,,,,,,,2022-02-12,,Microsoft Windows,,,(...La danse de Puck),,,3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-11_preludes_danse.mscx,0,27-91 (Eb1-G6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/246412,Piano,52-91 (E3-G6),Piano,27-87 (Eb1-Eb6),,,Piano,27-27 (Eb1-Eb1),,,,,,,,,,,,,,,,1910.0,167.26,71.38586631591535,3.4061809045226132,243.15317469807488,1.012449180576248,0.001969647231130527,0.076412211812833,0.20075250624984217,0.10868412413827934,0.5997323299916669,0.004892153193340277,0.00023459759080957126,0.01615292209883099,0.06455205485224881,0.023900651693159337,0.10935653154907309,4.9798286755034214e-05,5.426668154760447e-07,0.0006894796019051313,0.0018598057289296178,0.0009574316072514956,0.05272303310040989,0.13599163131634218,-0.32401689218469787
l117-12_preludes_minstrels,debussy_preludes,1: 2/4,1: 1,89,89,178.0,89,89,178.0,590.0,1197,508,0,0,0,1910,1910,Claude Debussy,Prelude,,,,,,,,2020-04-23,3.02,Microsoft Windows,http://musescore.com/user/6053266/scores/6106422,,Prélude,"Book 1, No. 12. 'Minstrels'","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l117-12_preludes_minstrels.mscx,0,24-86 (C1-D6),https://musescore.com/derek_john_benton,,Grand Piano,35-86 (B1-D6),Grand Piano,24-68 (C1-Ab4),,,,,,,,,,,,,,,,,,,,1910.0,146.64,72.83142389525369,3.3146067415730336,241.40752864157122,1.00213859363529,0.19936799770180982,0.03798397650738932,0.23639439496951706,0.4960898847712982,0.02802515241469565,0.0008762651886196548,0.028143535584470213,0.005098374730667875,0.027644897051235493,0.08090855833902626,0.0026328525246106633,2.1401577151689935e-05,0.008663676102751991,5.412509726382768e-05,0.007133916792603226,0.02447763847288905,0.00024004750020259087,0.15970474217752792,-0.27842976995768215
l121_plus,debussy_other_piano_pieces,1: 3/4,"1: -6, 76: 3, 104: -6",148,148,444.0,148,148,444.0,1598.5,1447,688,0,0,0,1910,1910,Claude Debussy,La plus que lente,,,,,,,,2019-07-28,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/5663924,,La plus que lente,Valse,Claude Debussy,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l121_plus.mscx,0,27-94 (Eb1-Bb6),http://musescore.com/user/4887176,,Piano,53-94 (F3-Bb6),Piano,27-84 (Eb1-C6),,,,,,,,,,,,,,,,,,,,1910.0,258.755,102.95453227956948,3.600225225225225,370.65950416417076,0.9983597369408836,0.0010695132172294465,0.050051161810151124,0.037258138327137355,0.8923853744067544,0.020876075297844004,5.638568250151018e-05,0.00020624219645660718,0.011414989315618337,0.0072914749534968735,0.30737715423432127,0.005463575946649261,2.0859830391733897e-08,5.8276061015954284e-08,0.00019155390093963847,2.3006439421805332e-05,0.04955482459685256,4.7791188104424124e-05,0.07785673644112003,-0.29953021353404835
l123-01_preludes_brouillards,debussy_preludes,"1: 4/8, 3: 3/8, 4: 3/4, 5: 4/8, 24: 3/4, 25: 4/8, 26: 3/8, 27: 4/8",1: 0,52,52,105.0,52,52,105.0,436.36,1309,818,0,0,0,1910,1912,Claude Debussy,Brouillards,,,,,,,,2020-06-09,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6197179,,Brouillards,"(Fog)

No 1 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-01_preludes_brouillards.mscx,0,36-94 (C2-A#6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/521885,Grand Piano,43-93 (G2-A6),Grand Piano,36-94 (C2-A#6),,,Grand Piano,36-74 (C2-D5),,,,,,,,,,,,,,,,1911.0,185.68650000000002,33.92815309675178,4.155809523809524,140.99894176474865,0.9917460317460317,0.22040816326530613,0.1511111111111111,0.601360544217687,0.034104308390022674,0.0012698412698412698,7.13166881622013e-05,0.06601920262508136,0.03851533882338484,0.14645665681590592,0.008556754926711858,0.00012468966785930503,0.0,0.013466271045606942,0.0014808625266369247,0.05636152402704354,0.00010857367193683813,4.068547676218283e-06,0.1523179885727042,-0.44827678717187286
l123-02_preludes_feuilles,debussy_preludes,"1: 3/4, 5: 2/4, 6: 3/4, 12: 2/4, 15: 3/4, 18: 2/4, 41: 3/4, 45: 2/4, 47: 3/4",1: 4,52,52,127.0,52,52,127.0,810.5,686,225,0,0,0,1910,1912,Claude Debussy,Feuilles mortes,,,,,,,,2020-06-08,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6195188,,Feuilles mortes,"(Dead Leaves)

No 2 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-02_preludes_feuilles.mscx,0,25-97 (C#1-C#7),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,45-97 (A2-C#7),Grand Piano,33-81 (A1-A5),,,Grand Piano,25-64 (C#1-E4),,,,,,,,,,,,,,,,1911.0,213.4065,35.70650378502998,6.381889763779528,227.87497100603778,0.9939859879719759,0.00062000124000248,0.1303242606485213,0.6326492652985306,0.059768119536239075,0.1826523653047306,0.00018365205387634026,0.00013417387871937379,0.03683396585519678,0.13999182704612154,0.006749549780250191,0.03194579136157441,6.378972638812001e-06,0.0,0.004161538191995097,0.04491770876840592,0.0008294757671684675,0.0036223055621827315,0.1359470686605596,-0.4261066939302994
l123-03_preludes_puerta,debussy_preludes,1: 2/4,1: -5,90,90,180.0,90,90,180.0,822.52,1006,519,0,0,0,1910,1912,Claude Debussy,La puerta del vino,,,,,,,,2020-06-05,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6194473,,La puerta del vino,"(The Gate of Wine)

No 3 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-03_preludes_puerta.mscx,0,25-87 (Db1-Eb6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,34-87 (Bb1-Eb6),Grand Piano,34-81 (Bb1-A5),,,Grand Piano,25-46 (Db1-Bb2),,,,,,,,,,,,,,,,1911.0,204.0,52.94117647058823,4.569555555555556,241.91764705882352,0.9948503479916357,0.0010611404138447613,0.058300302737118066,0.8766268218844605,0.06148372397865235,0.007677662994288568,0.00010732649047063048,0.00021948981406887694,0.018226150290034104,0.41697517015151636,0.017334542476684135,0.002427814882888363,1.9426833655366665e-08,2.6902456635084725e-08,0.0002744193950745117,0.07647151816434934,0.00036331117002307044,4.8880897677499745e-06,0.08761351356731559,-0.4875318203782708
l123-04_preludes_fees,debussy_preludes,1: 3/8,"1: -5, 32: 4, 42: -5, 73: 0, 101: -5",127,127,190.75,127,127,190.75,840.3,1465,947,0,0,0,1910,1912,Claude Debussy,"""Les fees sont d'exquises danseuses""",,,,,,,,2020-06-04,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6189705,,"""Les fées sont d'exquises danseuses""","(The Fairies are Exquisite Dancers)

No 4 from Preludes Book 2 
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-04_preludes_fees.mscx,0,31-92 (G1-G#6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,46-92 (Bb2-G#6),Grand Piano,39-87 (Eb2-Eb6),,,Grand Piano,31-75 (G1-Eb5),,,,,,,,,,,,,,,,1911.0,187.733,60.964241768895185,4.40524246395806,268.56226662334274,1.0633240997229918,0.019722991689750693,0.03468144044321329,0.14238227146814406,0.18060941828254848,0.5592797783933517,0.010893471531085478,0.00290125315418414,0.0046664528184262154,0.03126803971131731,0.03662522825801028,0.1577515121985609,0.0017896025923450634,0.00013239312408562878,8.199058803390327e-05,0.0008398484907294309,0.003331354811529055,0.05170406514468559,0.11977164205005035,-0.4910314840986191
l123-05_preludes_bruyeres,debussy_preludes,"1: 3/4, 16: 5/4, 17: 3/4","1: -4, 23: -2, 38: -4",51,51,155.0,51,51,155.0,806.75,785,462,0,0,0,1910,1912,Claude Debussy,Bruyeres,,,,,,,,2020-06-03,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6187793,,Bruyères,"(Heather)

No 5 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-05_preludes_bruyeres.mscx,0,25-93 (Db1-A6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,53-93 (F3-A6),Grand Piano,39-75 (Eb2-Eb5),,,Grand Piano,25-61 (Db1-Db4),,,,,,,,,,,,,,,,1911.0,176.72,52.625622453598915,5.20483870967742,273.9078768673608,0.9936406297969387,0.00017543090215341433,0.031577562387614576,0.03859479847375115,0.9356607166352353,0.00035086180430682866,0.0,5.290778589653919e-05,0.007908769291641126,0.010342847312574299,0.439030180959033,9.916408661922541e-05,3.847000178795104e-09,0.0,6.879535141791883e-05,7.246890809742629e-05,0.07873030081836077,1.923499497552281e-08,0.079414962371316,-0.46747852032513465
l123-06_preludes_general,debussy_preludes,1: 2/4,"1: -1, 47: -5, 71: -1",110,109,218.5,110,109,218.5,715.12,1028,520,0,0,0,1910,1912,Claude Debussy,"""General Lavine"" - excentric",,,,,,,,2020-06-03,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6186267,,"""General Lavine"" - excentric","(General Lavine - Eccentric)

No 6 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-06_preludes_general.mscx,0,26-89 (D1-F6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,48-89 (C3-F6),Grand Piano,36-80 (C2-Ab5),,,Grand Piano,26-65 (D1-F4),,,,,,,,,,,,,,,,1911.0,155.3865,84.37026382600804,3.2728604118993134,276.1320964176424,0.9967933062923401,0.004841895134744845,0.022170782985410604,0.8999554035974432,0.07165155344135574,0.004587058548705642,0.0003029664039430516,0.0005307116675568176,0.0042946943245391654,0.1892397622772336,0.009113196654303924,0.0004838719291564947,4.6823623353331706e-08,1.759644983767309e-06,3.651653058925544e-05,0.0730678361227064,0.0003083828518965002,2.1637781802847182e-06,0.08775927564552552,-0.4028183915416795
l123-07_preludes_terrasse,debussy_preludes,"1: 6/8, 9: 3/8, 10: 6/8, 15: 3/8, 16: 6/8, 20: 9/8, 21: 6/8","1: 6, 9: -2, 13: 6, 25: -3, 28: 0, 32: 6",45,45,134.0,45,45,134.0,863.32,1450,423,0,0,0,1910,1912,Claude Debussy,La terrasse des audiences du clair de lune,,,,,,,,2020-06-02,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6184900,,La terrasse des audiences du clair de lune,"(The Terrace for Moonlight Audiences)

No 7 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-07_preludes_terrasse.mscx,0,22-93 (Bb0-A6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,53-93 (F3-A6),Grand Piano,38-83 (D2-B5),,,Grand Piano,22-91 (Bb0-G6),,,,,,,,,,,,,,,,1911.0,280.969,28.615256487370495,6.44268656716418,184.35912858713954,0.9936118491718017,0.05890666515913845,0.04940923737916219,0.8407484877607553,0.011419526259257165,0.04590423426988524,9.672403080794482e-05,0.006914722220109939,0.0067804572326975055,0.1549617476351073,0.0014890586915687902,0.004961093923949089,1.3347740182291133e-07,0.000532005879188676,0.00025534381431672706,0.06309637324208563,1.0616794700760923e-05,0.00020117176606523104,0.10763822000455528,-0.35757225996158337
l123-08_preludes_ondine,debussy_preludes,"1: 6/8, 2: 9/8, 3: 6/8, 47: 9/8, 48: 6/8","1: 2, 32: -3, 44: 5, 54: 2",74,74,225.0,74,74,225.0,786.57,1731,1012,0,0,0,1910,1912,Claude Debussy,Ondine,,,,,,,,2020-06-01,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6184120,,Ondine,"(Undine)

No 8 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-08_preludes_ondine.mscx,0,26-95 (D1-Cb7),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,49-95 (Db3-Cb7),Grand Piano,39-93 (Eb2-A6),,,Grand Piano,26-73 (D1-Db5),,,,,,,,,,,,,,,,1911.0,197.5865,68.32450597586373,3.4958666666666667,238.85336295748954,0.9972895408163265,0.04946588010204082,0.09219547193877552,0.6903698979591837,0.08294802295918367,0.08773118622448979,0.00022369274882828491,0.01157446073114848,0.020973185309847108,0.23050485697485998,0.01785752722048869,0.017376269490959845,1.1440249639791356e-07,0.00037774908671757293,0.0009594344375723109,0.0800766788381629,0.0017813895697545046,0.001823244086200381,0.12103262701110613,-0.6268334619608593
l123-09_preludes_hommage,debussy_preludes,1: 3/4,1: -1,54,54,162.0,54,54,162.0,693.12,912,458,0,0,0,1910,1912,Claude Debussy,Hommage a S. Pickwick Esq. P. P. M. P. C.,,,,,,,,2020-06-01,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6182418,,Hommage à S. Pickwick Esq. P. P. M. P. C.,"(Homage to S. Pickwick, Esq. P. P. M. P. C.)

No 9 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-09_preludes_hommage.mscx,0,28-90 (E1-F#6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,50-90 (D3-F#6),Grand Piano,47-83 (B2-B5),,,Grand Piano,28-65 (E1-F4),,,,,,,,,,,,,,,,1911.0,154.932,62.737200836496015,4.278518518518519,268.42227557896365,0.9950464868160341,0.00030483158055174517,0.03185490016765737,0.019661636945587563,0.9502362444749276,0.002895900015241579,0.00015111464014153694,4.960922794170507e-05,0.00562485974356635,0.003245892344037396,0.46261740559052034,0.0004905172276119615,4.03788375817391e-07,2.613439476609612e-08,3.923186871618103e-05,1.5933553098900523e-05,0.08617213085047244,1.0731230956349805e-06,0.0766715071203023,-0.48561884263576777
l123-10_preludes_canope,debussy_preludes,1: 4/4,1: -1,33,33,132.0,33,33,132.0,673.5,473,181,0,0,0,1910,1912,Claude Debussy,Canope,,,,,,,,2020-05-26,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6173695,,Canope,"(Canopic Urn)

No 10 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-10_preludes_canope.mscx,0,31-96 (G1-C7),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,56-96 (Ab3-C7),Grand Piano,38-87 (D2-Eb6),,,Grand Piano,31-68 (G1-Ab4),,,,,,,,,,,,,,,,1911.0,173.94650000000001,45.53124092752656,5.1022727272727275,232.31280882340258,0.9938814754384943,0.003263213099469728,0.07272303478818251,0.06806130178894004,0.6694248586912185,0.192646116193695,1.5386887828143002e-05,0.0003756631315619654,0.01651085875031119,0.017688095310697677,0.14729504474745853,0.03178388737298726,1.8504152801848544e-08,2.334523608042593e-06,0.0004873845139855169,0.0003014495358266043,0.0530620932851084,0.006868076481677665,0.12093849767502426,-0.3908816023305519
